"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","depurado","sinEspacios","statusCount","followers","favorites","friends","location","relevancia","localidadMayusculas","codProv","factorPonderacion"
"@CanelaRadioEc #cocinadoecuador saludos a mi conejita pacheco que la amo con todo mi coraz<f3>n de su osito Pacheco. Saludos canela..!!",FALSE,0,"CanelaRadioEc","06/07/2017 13:47",FALSE,NA,"8,82959E+17","2411790656","<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""","piterjosue1988",1,FALSE,FALSE,NA,NA,"CanelaRadioEc cocinadoecuador saludos a mi conejita pacheco que la amo con todo mi coraz<f3>n de su osito PachecoSaludos canela","CanelaRadioEccocinadoecuadorsaludosamiconejitapachecoquelaamocontodomicoraz<f3>ndesuositoPachecoSaludoscanela",5549,32,207,125,"arlington VA.",0.256,"ARLINGTON VA.",25,0
"RT @nela_banchon: Hola <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> @WQRadio_EC me ayuda con #QuedateConmigo de @jesusmiranda <ed><U+00A0><U+00BD><ed><U+00B2><U+0083>gracias  y Buenas noches <U+270C> 
@chynomiranda_ec @ArtistGru…",FALSE,0,NA,"2017-07-20 01:00:47",FALSE,NA,"887839669358088192",NA,"<a href= http://twitter.com/download/android  rel= nofollow >Twitter for Android</a>","PabloAndresC3",1,TRUE,FALSE,NA,NA,"Hola dUAUBDedUBUAWQRadioC me ayuda con QuedateConmigo de jesusmiranda dUAUBDedUBUracias  y Buenas noches C
chynomirandac ArtistGru…","HoladUAUBDedUBUAWQRadioCmeayudaconQuedateConmigodejesusmirandadUAUBDedUBUraciasyBuenasnochesCchynomirandacArtistGru…",138,36,87,98,"machala",0.36734693877551,"MACHALA",7,NA
"#ESTRENO @MichelleCorde #AlmaDeCartón #MichelleCordero  #ECUADOR @AlfaRadioEc @LaOtraRadioec @CanelaRadioEc  https://t.co/rf1IHCkY1d",FALSE,1,NA,"2017-07-21 07:29:57",FALSE,NA,"888299994335375360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","michaelbaby30",0,FALSE,FALSE,NA,NA,"ESTRENO MichelleCorde AlmaDeCartón MichelleCordero  ECUADOR AlfaRadioEc LaOtraRadioec CanelaRadioEc","ESTRENOMichelleCordeAlmaDeCartónMichelleCorderoECUADORAlfaRadioEcLaOtraRadioecCanelaRadioEc",15671,1787,15430,5001,"E C U A D O R",0.357328534293141,"E C U A D O R",25,0
".@RhomyArteagaF subsec @SenpladesEc #Zona8Ec, difundi<f3> #PlanNacionalDesarrollo en @teleradio1350 @RadioMorena<U+0085> https://t.co/DE5b5ZDWFa",FALSE,5,NA,"2017-07-05 00:00:00",TRUE,NA,"882660038191579136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TanniaNaranjo",10,FALSE,FALSE,NA,NA,"homyArteagaF subsec SenpladesEc ZonaEcdifundi<f3> PlanNacionalDesarrollo en teleradio RadioMorena<U+0085>","homyArteagaFsubsecSenpladesEcZonaEcdifundi<f3>PlanNacionalDesarrolloenteleradioRadioMorena<U+0085>",2569,248,1006,279,"Guayaquil - Ecuador",0.888888888888889,"GUAYAQUIL - ECUADOR",9,0
"RT @vagosconsuerte: Llegamos!!!!! Quien quiere pollo????? Conteste bonito y gana entradas a Daddy Yankee https://t.co/ePEC5LJZeP",FALSE,0,NA,"19/07/2017 21:01",FALSE,NA,"8,87779E+17",NA,"<a href=\https://mobile.twitter.com\ rel=\nofollow\>Twitter Lite</a>","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"LlegamosQuien quiere polloConteste bonito y gana entradas a Daddy Yankee","LlegamosQuienquierepolloContestebonitoyganaentradasaDaddyYankee",39393,60937,2136,7,NA,8705.28571428571,NA,25,0
"RT @andreavasquez83: @MIES_Zona5 @vanessafreirev @radio_sucre @RadioLibre9 Los j<f3>venes pueden promover proyectos culturales, educativos y d<U+0085>",FALSE,0,NA,"2017-07-18 22:27:24",FALSE,NA,"887438683066044416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carlily67",2,TRUE,FALSE,NA,NA,"Los j<f3>venes pueden promover proyectos culturaleseducativos y d<U+0085>","Losj<f3>venespuedenpromoverproyectosculturaleseducativosyd<U+0085>",1428,46,320,84,"San Cristobal, Ecuador",0.547619047619048,"SAN CRISTOBAL, ECUADOR",25,0
"@MetroStereo @KarlyCode @Pink 3... <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0086>",FALSE,2,"MetroStereo","2017-07-17 20:27:29",FALSE,"887017851298742272","887046115522228224","159342762","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mabelmoya36",0,FALSE,FALSE,NA,NA,"MetroStereo KarlyCode Pink dUAUBDedUBUDedUAUBDedUBU>","MetroStereoKarlyCodePinkdUAUBDedUBUDedUAUBDedUBU>",9160,259,9020,396,"Quito - Ecuador",0.654040404040404,"QUITO - ECUADOR",17,0
"Quinteros sobre @DelfinSC

""Gan<f3> la etapa Delf<ed>n es el mejor equipo. Tienen un gran entrenador que ha formado un gra<U+0085> https://t.co/6jf02vvbL4",FALSE,2,NA,"2017-07-03 00:00:00",TRUE,NA,"881981654318952448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FutGooolEc",2,FALSE,FALSE,NA,NA,"Quinteros sobre DelfinSC

an<f3> la etapa Delf<ed>n es el mejor equipoTienen un gran entrenador que ha formado un gra<U+0085>","QuinterossobreDelfinSCan<f3>laetapaDelf<ed>neselmejorequipoTienenungranentrenadorquehaformadoungra<U+0085>",40540,8614,1444,449,"Ecuador",19.1893095768374,"ECUADOR",25,0
"RT @thaliayalberto: @CanelaRadioEc  @Pepetoala  el faraon de la salsa #Oscar D'Leon 

Thalia Quito",FALSE,0,NA,"17/07/2017 15:50",FALSE,NA,"8,86976E+17",NA,"<a href=\https://mobile.twitter.com\ rel=\nofollow\>Twitter Lite</a>","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"el faraon de la salsa Oscar Deon 

Thalia Quito","elfaraondelasalsaOscarDeonThaliaQuito",39393,60936,2136,7,NA,8705.14285714286,NA,25,0
"20 aniooosss <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> https://t.co/B46hRc6cQd",FALSE,0,NA,"2017-07-05 23:41:55",FALSE,NA,"882746391809982464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mariu240580",0,FALSE,FALSE,NA,NA,"aniooosss dUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUADedUAUBDedUBUADedUAUBDedUBUAD","aniooosssdUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUADedUAUBDedUBUADedUAUBDedUBUAD",10599,292,12571,797,"Guayaquil, Ecuador",0.366373902132999,"GUAYAQUIL, ECUADOR",9,0
"Excelente sueldo y beneficios de ley. (04)2-801404; (04)2-801405; rrhh@fullpacktex.com.ec.",FALSE,0,NA,"2017-07-12 23:41:31",FALSE,NA,"885283007418044416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA,"Excelente sueldo y beneficios de leyrrhhfullpacktexomc.","Excelentesueldoybeneficiosdeleyrrhhfullpacktexomc.",52817,11749,1545,8,NA,1468.625,NA,25,0
"Hola @WQRadio_EC  pueden poner toda la noche de @JostinRamirezp  @soywilsonfranco  @melivm27",FALSE,2,NA,"2017-07-11 01:05:39",FALSE,NA,"884579404780851200",NA,"<a href= http://twitter.com/download/android  rel= nofollow >Twitter for Android</a>","Tatiana23421678",0,FALSE,FALSE,NA,NA,"Hola WQRadioC  pueden poner toda la noche de JostinRamirezp  soywilsonfranco  melivm","HolaWQRadioCpuedenponertodalanochedeJostinRamirezpsoywilsonfrancomelivm",461,173,35,1059,"Guayas, Ecuador",0.163361661945231,"GUAYAS, ECUADOR",9,NA
"@camilin86 @radio_sucre: Paz <U+0093>Les dije a los jugadores se comieron un<U+00A0>t<e9>cnico<U+0094> https://t.co/ogqiGKSXK4",FALSE,0,"camilin86","2017-07-05 00:00:00",FALSE,NA,"882563968803459072","106514629","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","JaMi_Loza",0,FALSE,FALSE,NA,NA,"camilin radioucrePaz <U+0093>Les dije a los jugadores se comieron un<U+00A0>t<e9>cnico<U+0094>","camilinradioucrePaz<U+0093>Lesdijealosjugadoressecomieronunt<e9>cnico<U+0094>",28965,156,33,56,"Toronto, Canada",2.78571428571429,"TORONTO, CANADA",25,0
"Sonando en @ExaFmEcuador ONE MILLON PEOPLE <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> 



@oval_sound @mxkthy",FALSE,0,NA,"2017-07-13 21:39:39",FALSE,NA,"885614727988170752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JohaEliiii",0,FALSE,FALSE,NA,NA,"Sonando en ExaFmEcuador ONE MILLON PEOPLE dUAUBDedUBUDedUAUBDedUBUD



ovalound mxkthy","SonandoenExaFmEcuadorONEMILLONPEOPLEdUAUBDedUBUDedUAUBDedUBUDovaloundmxkthy",21144,936,18945,1396,"ecuador",0.670487106017192,"ECUADOR",25,0
"@CanelaRadioEc @Pepetoala estadounidense Janeth flores",FALSE,0,"CanelaRadioEc","20/07/2017 14:28",FALSE,NA,"8,88043E+17","2411790656","<a href=\http://twitter.com/download/iphone\ rel=\nofollow\>Twitter for iPhone</a>","LISESTEFY2",0,FALSE,FALSE,NA,NA,"CanelaRadioEc Pepetoala estadounidense Janeth flores","CanelaRadioEcPepetoalaestadounidenseJanethflores",216,4,121,133,"ECUADOR",0.0300751879699248,"ECUADOR",25,0
"Sigue el recorrido y llegada de @MashiRafael al aeropuerto de #Tababela a trav<e9>s de FB LIVE:<U+0085> https://t.co/sv4vajEWH7",FALSE,15,NA,"10/07/2017 15:32",TRUE,NA,"8,84435E+17",NA,"<a href=\http://twitter.com/download/iphone\ rel=\nofollow\>Twitter for iPhone</a>","apguayas",14,FALSE,FALSE,NA,NA,"Sigue el recorrido y llegada de MashiRafael al aeropuerto de Tababela a trav<e9>s de FB LIVE","SigueelrecorridoyllegadadeMashiRafaelalaeropuertodeTababelaatrav<e9>sdeFBLIVE",29079,13993,3480,1279,"Guayas, Ecuador.",10.9405785770133,"GUAYAS, ECUADOR.",9,0
"RT @gloriaandrader: Agenda de eventos por mes de Guayaquil de la @GoberdelGuayas Cc: @VannyCentanaroV @ecu911sambo @Cristian_pinoar @radio_<U+0085>",FALSE,0,NA,"2017-07-22 07:27:28",FALSE,NA,"888661758419673088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VEAnteparaECUA",2,TRUE,FALSE,NA,NA,"Agenda de eventos por mes de Guayaquil de la GoberdelGuayas CcVannyCentanaroV ecusambo Cristianinoar radio","AgendadeeventospormesdeGuayaquildelaGoberdelGuayasCcVannyCentanaroVecusamboCristianinoarradio",3052,547,7744,2311,NA,0.236694071830376,NA,25,0
"RT @stefamatyualex: <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #DaddyEnQuito<ed><U+00A0><U+00BD><ed><U+00B8><U+008A>  

#DaddyEnQuito 

<ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #DaddyEnQuito<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>

<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> #DaddyEnQuito<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>

<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> #DaddyEnQuito<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>

@CanelaRadioEc 

<ed><U+00A0><U+00BD><ed><U+00B9><U+008B>yo kiero ir xfis",FALSE,0,NA,"08/07/2017 0:49",FALSE,NA,"8,83488E+17",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Lite</a>""","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"dUAUBDedUBUADaddyEnQuitodUAUBDedUBUA 

DaddyEnQuito 

dUAUBDedUBUDDaddyEnQuitodUAUBDedUBUDdUAUBDedUBUADaddyEnQuitodUAUBDedUBUAdUAUBDedUBUADaddyEnQuitodUAUBDedUBUACanelaRadioEc 

dUAUBDedUBUBo kiero ir xfis","dUAUBDedUBUADaddyEnQuitodUAUBDedUBUADaddyEnQuitodUAUBDedUBUDDaddyEnQuitodUAUBDedUBUDdUAUBDedUBUADaddyEnQuitodUAUBDedUBUAdUAUBDedUBUADaddyEnQuitodUAUBDedUBUACanelaRadioEcdUAUBDedUBUBokieroirxfis",39393,60936,2136,7,NA,8705.14285714286,NA,25,0
"RT @ladymelanie96: @CanelaRadioEc @Pepetoala  el segundo nombre de Hildita es muy dificil, la cancion la canta Victor Manuelle.",FALSE,0,NA,"29/06/2017 16:37",FALSE,NA,"8,80465E+17",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Lite</a>""","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"el segundo nombre de Hildita es muy dificilla cancion la canta Victor Manuelle.","elsegundonombredeHilditaesmuydificillacancionlacantaVictorManuelle.",39393,60936,2136,7,NA,8705.14285714286,NA,25,0
"Nuevo amor de Rihanna sal<ed>a con Naomi Campbell https://t.co/uigrFsQ2c8",FALSE,0,NA,"30/06/2017 4:00",FALSE,NA,"8,80637E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""","labrujaecuador",0,FALSE,FALSE,NA,NA,"Nuevo amor de Rihanna sal<ed>a con Naomi Campbell","NuevoamordeRihannasal<ed>aconNaomiCampbell",99303,87044,937,1788,"Ecuador",48.6823266219239,"ECUADOR",25,0
"RT @princesa1hada: @radio_sucre Somos libres de construir en nuestro territorio lo que sea y el Per<fa> por estar con mucho armamento no nos i<U+0085>",FALSE,0,NA,"2017-07-11 00:00:00",FALSE,NA,"884753651994165248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","princesa1hada",1,TRUE,FALSE,NA,NA,"Somos libres de construir en nuestro territorio lo que sea y el Per<fa> por estar con mucho armamento no nos i<U+0085>","SomoslibresdeconstruirennuestroterritorioloqueseayelPer<fa>porestarconmuchoarmamentononosi<U+0085>",79668,863,31339,155,"Ecuador Guayaquil",5.5741935483871,"ECUADOR GUAYAQUIL",9,0
"""Radio Monta<f1>a 3 Oficial"": Precipitaciones d<e9>biles en Sucre, Anzo<e1>tegui, Mira... https://t.co/eIyrgsy5r8",FALSE,0,NA,"2017-07-23 06:31:37",FALSE,NA,"889010091332120576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RadioMontana3",0,FALSE,FALSE,NA,NA,"adio Monta<f1>a  Oficial Precipitaciones d<e9>biles en SucreAnzo<e1>teguiMira","adioMonta<f1>aOficialPrecipitacionesd<e9>bilesenSucreAnzo<e1>teguiMira",137885,1218,23,1279,"Yaracuy - Venezuela",0.952306489444879,"YARACUY - VENEZUELA",25,0
"RT @javilichito: @LaOtraRadioec  
#conlascobijasalaire
Saludo para Maite y Estefania que van con la abuelita a pasear",FALSE,0,NA,"2017-07-10 13:35:53",FALSE,NA,"884405820259225600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",1,TRUE,FALSE,NA,NA,"
conlascobijasalaire
Saludo para Maite y Estefania que van con la abuelita a pasear","conlascobijasalaireSaludoparaMaiteyEstefaniaquevanconlaabuelitaapasear",52817,11749,1545,8,NA,1468.625,NA,25,0
"Hoy @Teff_Palacios increíble inicio de martes! Con Disturb, Metallica, Drowning pool, etc. Saludos a todos allá en cabina @MetroStereo",FALSE,1,NA,"2017-07-18 13:11:27",FALSE,NA,"887298773478764544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aacarrer",1,FALSE,FALSE,NA,NA,"Hoy Teffalacios increíble inicio de martesCon DisturbMetallicaDrowning pooletcSaludos a todos allá en cabina MetroStereo","HoyTeffalaciosincreíbleiniciodemartesConDisturbMetallicaDrowningpooletcSaludosatodosalláencabinaMetroStereo",23566,470,1046,812,"127.0.0.1",0.578817733990148,"127.0.0.1",25,0
"@wironayib91 @IGecuador @radio_sucre Ahhh con razon",FALSE,1,"wironayib91","2017-07-11 00:00:00",FALSE,"884759395883782144","884761794962747392","343416138","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bscfab83",0,FALSE,FALSE,NA,NA,"wironayib IGecuador radioucre Ahhh con razon","wironayibIGecuadorradioucreAhhhconrazon",5698,259,23352,885,"Guayaquil, Ecuador",0.292655367231638,"GUAYAQUIL, ECUADOR",9,0
"Llega tu momento de votar en el Vs <ed><U+00A0><U+00BE><ed><U+00B4><U+009C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><ed><U+00A0><U+00BE><ed><U+00B4><U+009B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> de #SonidosTricolor<ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8> x #RainRockBand o @LolasRiot para un M2 #Breakfast ft @Teff_Palacios",FALSE,3,NA,"2017-07-17 11:41:06",FALSE,NA,"886913650447011840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MetroStereo",2,FALSE,FALSE,NA,NA,"Llega tu momento de votar en el Vs dUAUBEedUBUCedUAUBCedUBFUBEedUAUBEedUBUBedUAUBCedUBFUBEde SonidosTricolordUAUBCedUBUAAedUAUBCedUBUAx RainRockBand o LolasRiot para un M Breakfast ft Teffalacios","LlegatumomentodevotarenelVsdUAUBEedUBUCedUAUBCedUBFUBEedUAUBEedUBUBedUAUBCedUBFUBEdeSonidosTricolordUAUBCedUBUAAedUAUBCedUBUAxRainRockBandoLolasRiotparaunMBreakfastftTeffalacios",16214,11953,5997,909,"Quito, Ecuador",13.1496149614961,"QUITO, ECUADOR",17,0
"Sonando #UnAmorDeVerdad de @ReikMx en @WQRadio_EC <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
Cc. @MundoReikEc",FALSE,0,NA,"2017-07-18 20:01:05",FALSE,NA,"887401860893724672",NA,"<a href= http://twitter.com/download/android  rel= nofollow >Twitter for Android</a>","AriMite",0,FALSE,FALSE,NA,NA,"Sonando UnAmorDeVerdad de ReikMx en WQRadioC dUAUBDedUBUDCcMundoReikEc","SonandoUnAmorDeVerdaddeReikMxenWQRadioCdUAUBDedUBUDCcMundoReikEc",17385,618,358,866,"ECUADOR",0.713625866050808,"ECUADOR",25,NA
"En #WQNoticias con la Lcda. Daniela Fernández, Directora de la Unidad Profesionalizantes de @ucasagrande.
Escucha… https://t.co/Z8PoHcJDO7",FALSE,0,NA,"2017-07-17 12:42:53",TRUE,NA,"886929197205159936",NA,"<a href= http://twitter.com/download/android  rel= nofollow >Twitter for Android</a>","WQRadio_EC",0,FALSE,FALSE,NA,NA,"En WQNoticias con la LcdaDaniela FernándezDirectora de la Unidad Profesionalizantes de ucasagrandeEscucha…","EnWQNoticiasconlaLcdaDanielaFernándezDirectoradelaUnidadProfesionalizantesdeucasagrandeEscucha…",77414,17860,5274,426,"Guayaquil - Ecuador.",41.924882629108,"GUAYAQUIL - ECUADOR.",9,NA
"RT @claudiomartino: Encuesta #MetroStereo:
¿Cual es tu década musical favorita?
Cc @majogm",FALSE,0,NA,"2017-07-06 01:58:30",FALSE,NA,"882780765091770368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eslaeconomia1",48,TRUE,FALSE,NA,NA,"Encuesta MetroStereoual es tu década musical favoritaCc majogm","EncuestaMetroStereoualestudécadamusicalfavoritaCcmajogm",8949,232,753,114,"Argentina",2.03508771929825,"ARGENTINA",25,0
"#EnamorateConLaOtra Hombre de buena talla y lindos ojos, soy  ingeniero y busco una mujer en Quito
E-mail:   fuegoenelcorazon15@hotmail.com",FALSE,0,NA,"2017-07-18 15:54:29",FALSE,NA,"887339803838218240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA,"EnamorateConLaOtra Hombre de buena talla y lindos ojossoy  ingeniero y busco una mujer en Quito
Eail  fuegoenelcorazonhotmailom","EnamorateConLaOtraHombredebuenatallaylindosojossoyingenieroybuscounamujerenQuitoEailfuegoenelcorazonhotmailom",52817,11749,1545,8,NA,1468.625,NA,25,0
"@AdriOsorioLuna Incre<ed>ble @ecuavisa @radiocentroec @radio_sucre",FALSE,0,"AdriOsorioLuna","2017-07-09 00:00:00",FALSE,"883816094804434944","884116968260980736","110915933","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Emymackliff",0,FALSE,FALSE,NA,NA,"AdriOsorioLuna Incre<ed>ble ecuavisa radiocentroec radioucre","AdriOsorioLunaIncre<ed>bleecuavisaradiocentroecradioucre",4801,138,1350,191,NA,0.722513089005236,NA,25,0
"@labrujaecuador no gusta hablan demasiado <ed><U+00A0><U+00BD><ed><U+00B8><U+00B0><ed><U+00A0><U+00BD><ed><U+00B8><U+00B0>",FALSE,0,"labrujaecuador","05/07/2017 15:34",FALSE,"8,82623E+17","8,82624E+17","82985256","<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""","reina64moncayo",0,FALSE,FALSE,NA,NA,"labrujaecuador no gusta hablan demasiado dUAUBDedUBUBedUAUBDedUBUB>","labrujaecuadornogustahablandemasiadodUAUBDedUBUBedUAUBDedUBUB>",1519,97,72,595,"QUITO",0.163025210084034,"QUITO",17,0
"Se solicita con experiencia en máquina recta, overlock, recubridora. 099-4544128.",FALSE,0,NA,"2017-07-17 14:17:44",FALSE,NA,"886953067681394688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LaOtraRadioec",0,FALSE,FALSE,NA,NA,"Se solicita con experiencia en máquina rectaoverlockrecubridora.","Sesolicitaconexperienciaenmáquinarectaoverlockrecubridora.",52817,11749,1545,8,NA,1468.625,NA,25,0
"@Pepetoala  @CanelaRadioEc Gitana de Willy Colon mi nombre es Holger Aroca y soy de Guayaquil...",FALSE,0,"Pepetoala","18/07/2017 16:29",FALSE,NA,"8,87348E+17","211554266","<a href=\http://twitter.com/download/android\ rel=\nofollow\>Twitter for Android</a>","PochitoAroca",0,FALSE,FALSE,NA,NA,"Pepetoala  CanelaRadioEc Gitana de Willy Colon mi nombre es Holger Aroca y soy de Guayaquil.","PepetoalaCanelaRadioEcGitanadeWillyColonminombreesHolgerArocaysoydeGuayaquil.",180,127,0,210,NA,0.604761904761905,NA,25,0
"RT @radio_sucre: Paz <U+0093>Les dije a los jugadores se comieron un<U+00A0>t<e9>cnico<U+0094> https://t.co/MblsfRapfi",FALSE,0,NA,"2017-07-05 00:00:00",FALSE,NA,"882564148701343744",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","JaMi_Loza",1,TRUE,FALSE,NA,NA,"Paz <U+0093>Les dije a los jugadores se comieron un<U+00A0>t<e9>cnico<U+0094>","Paz<U+0093>Lesdijealosjugadoressecomieronunt<e9>cnico<U+0094>",28965,156,33,56,"Toronto, Canada",2.78571428571429,"TORONTO, CANADA",25,0
"RT @silvitabuendia: Al aire en @WQRadio_EC para hablar sobre femicidio y violencia de género",FALSE,0,NA,"2017-07-18 12:23:13",FALSE,NA,"887286633665449984",NA,"<a href= http://twitter.com/download/iphone  rel= nofollow >Twitter for iPhone</a>","ediblue",1,TRUE,FALSE,NA,NA,"Al aire en WQRadioC para hablar sobre femicidio y violencia de género","AlaireenWQRadioCparahablarsobrefemicidioyviolenciadegénero",4145,587,1121,653,NA,0.898928024502297,NA,25,NA
"Brutal represi<f3>n chavista en Barinas: un joven qued<f3> inconsciente tras una golpiza de la<U+0085> https://t.co/NhptRfeaYx https://t.co/hOjnovwrp9",FALSE,0,NA,"2017-07-18 12:39:03",FALSE,NA,"887290621404303360",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","radio_sucre",2,FALSE,FALSE,NA,NA,"Brutal represi<f3>n chavista en Barinasun joven qued<f3> inconsciente tras una golpiza de la<U+0085>","Brutalrepresi<f3>nchavistaenBarinasunjovenqued<f3>inconscientetrasunagolpizadela<U+0085>",63093,54313,70,714,"Guayaquil - Ecuador",76.1823281907433,"GUAYAQUIL - ECUADOR",9,0
"#WQNoticias Ecuador busca convertirse en verdadera potencia turística aplicando la fórmula del 1x1, igual en habita… https://t.co/t86nNa5aFC",FALSE,1,NA,"2017-07-07 18:01:04",TRUE,NA,"883385391029649408",NA,"<a href= http://twitter.com  rel= nofollow >Twitter Web Client</a>","WQRadio_EC",0,FALSE,FALSE,NA,NA,"WQNoticias Ecuador busca convertirse en verdadera potencia turística aplicando la fórmula del xigual en habita…","WQNoticiasEcuadorbuscaconvertirseenverdaderapotenciaturísticaaplicandolafórmuladelxigualenhabita…",77414,17860,5274,426,"Guayaquil - Ecuador.",41.924882629108,"GUAYAQUIL - ECUADOR.",9,NA
"@MIES_Zona8 @GeovannyCanar @RolandoNavarroM @ronald_chavezo @DrWilliamPlua @IvanEspinelM @GoberdelGuayas<U+0085> https://t.co/2qbcMTOXFz",FALSE,1,"MIES_Zona8","2017-07-22 20:27:20",TRUE,"888144883378249728","888858017281843200","1108117242","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MoreiraSalt",1,FALSE,FALSE,NA,NA,"MIESona GeovannyCanar RolandoNavarroM ronaldhavezo DrWilliamPlua IvanEspinelM GoberdelGuayas<U+0085>","MIESonaGeovannyCanarRolandoNavarroMronaldhavezoDrWilliamPluaIvanEspinelMGoberdelGuayas<U+0085>",1483,52,46,136,"Ave.Eloy Alfaro-Cdla.Kennedy 1",0.382352941176471,"AVE.ELOY ALFARO-CDLA.KENNEDY 1",8,0
"@WQRadio_EC @JoelyBrian Sonó Increíble #Elijo  gracias @angelochoar #Madelayne que maravillosa @WQRadio_EC 
#PromoEcuadorJyB",FALSE,0,"WQRadio_EC","2017-07-11 02:11:23",FALSE,"884593987209887744","884595947971518464","423764833","<a href= https://mobile.twitter.com  rel= nofollow >Twitter Lite</a>","mirianjaquelin1",0,FALSE,FALSE,NA,NA,"WQRadioC JoelyBrian Sonó Increíble Elijo  gracias angelochoar Madelayne que maravillosa WQRadioC 
PromoEcuadorJyB","WQRadioCJoelyBrianSonóIncreíbleElijograciasangelochoarMadelaynequemaravillosaWQRadioCPromoEcuadorJyB",5345,231,3183,397,"ECUADOR",0.581863979848867,"ECUADOR",25,NA
