"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","depurado","sinEspacios","statusCount","followers","favorites","friends","location","relevancia","localidadMayusculas","codProv","factorPonderacion"
"RT @RocioGo36744219: @CanelaRadioEc .",FALSE,0,NA,"19/07/2017 13:13",FALSE,NA,"8,87662E+17",NA,"<a href=\http://twitter.com\ rel=\nofollow\>Twitter Web Client</a>","Charlie92766799",2,TRUE,FALSE,NA,NA,".",".",202,2,200,1,NA,2,NA,25,0
"<U+0091>Juego de Tronos<U+0092> regresa con luchas en un invierno m<e1>s fr<ed>o",FALSE,2,NA,"14/07/2017 21:30",FALSE,NA,"8,85975E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\ rel=\nofollow\>TweetDeck</a>","labrujaecuador",1,FALSE,FALSE,NA,NA,"<U+0091>Juego de Tronos<U+0092> regresa con luchas en un invierno m<e1>s fr<ed>o","<U+0091>JuegodeTronos<U+0092>regresaconluchasenuninviernom<e1>sfr<ed>o",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"RT @Online_Rivera: @labrujaecuador \@labrujaecuador: <U+0091>Lo digo<U+0092>, una fiesta a la vida y a la alegr<ed>a dice @_CarlosRivera https://t.co/06sxC8<U+0085>""",FALSE,0,NA,"29/06/2017 16:53",FALSE,NA,"8,80469E+17",NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""","Tracey_2711",2,TRUE,FALSE,NA,NA,"<U+0091>Lo digo<U+0092>una fiesta a la vida y a la alegr<ed>a dice arlosRivera <U+0085>""","<U+0091>Lodigo<U+0092>unafiestaalavidayalaalegr<ed>adicearlosRivera<U+0085>""",73684,438,7163,9,"USA",48.6666666666667,"USA",25,0
"RT @labrujaecuador: <U+0091>Lo digo<U+0092>, una fiesta a la vida y a la alegr<ed>a dice Carlos Rivera https://t.co/OZe6VYZlpR",FALSE,0,NA,"04/07/2017 2:02",FALSE,NA,"8,82057E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","KarenRiveristaE",8,TRUE,FALSE,NA,NA,"<U+0091>Lo digo<U+0092>una fiesta a la vida y a la alegr<ed>a dice Carlos Rivera","<U+0091>Lodigo<U+0092>unafiestaalavidayalaalegr<ed>adiceCarlosRivera",12814,282,5570,394,NA,0.715736040609137,NA,25,0
"<U+0091>Vivo pensando en ti<U+0092>, el reciente trabajo musical entre Felipe Pel<e1>ez y Maluma",FALSE,1,NA,"17/07/2017 16:00",FALSE,NA,"8,86979E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\ rel=\nofollow\>TweetDeck</a>","labrujaecuador",0,FALSE,FALSE,NA,NA,"<U+0091>Vivo pensando en ti<U+0092>el reciente trabajo musical entre Felipe Pel<e1>ez y Maluma","<U+0091>Vivopensandoenti<U+0092>elrecientetrabajomusicalentreFelipePel<e1>ezyMaluma",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"<U+0091>Wonder Woman 2<U+0092> se ambientar<ed>a en la d<e9>cada de los 80",FALSE,2,NA,"13/07/2017 2:00",FALSE,NA,"8,85318E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\ rel=\nofollow\>TweetDeck</a>","labrujaecuador",0,FALSE,FALSE,NA,NA,"<U+0091>Wonder Woman <U+0092> se ambientar<ed>a en la d<e9>cada de los","<U+0091>WonderWoman<U+0092>seambientar<ed>aenlad<e9>cadadelos",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"<U+0093>Chinatown<U+0094> forma parte del <e1>lbum de @liamgallaher",FALSE,0,NA,"05/07/2017 20:30",FALSE,NA,"8,82698E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""","labrujaecuador",0,FALSE,FALSE,NA,NA,"<U+0093>Chinatown<U+0094> forma parte del <e1>lbum de liamgallaher","<U+0093>Chinatown<U+0094>formapartedel<e1>lbumdeliamgallaher",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"<U+0093>Superfresh<U+0094> es el nuevo single de @jamiroquaihq",FALSE,0,NA,"13/07/2017 16:30",FALSE,NA,"8,85537E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\ rel=\nofollow\>TweetDeck</a>","labrujaecuador",0,FALSE,FALSE,NA,NA,"<U+0093>Superfresh<U+0094> es el nuevo single de jamiroquaihq","<U+0093>Superfresh<U+0094>eselnuevosingledejamiroquaihq",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"RT @maurylore22: @vagosconsuerte @belendelbien @CanelaRadioEc @DJDanielCruz @rpadpre @jalaldubois @PATOFORTUNY @CUCHITO1940 @negritoklinger<U+0085>",FALSE,0,NA,"14/07/2017 17:48",FALSE,NA,"8,85919E+17",NA,"<a href=\https://mobile.twitter.com\ rel=\nofollow\>Twitter Lite</a>","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"<U+0085>","<U+0085>",39393,60934,2136,7,NA,8704.85714285714,NA,25,0
"Abrirte esa concha a punta de lengua @Pepetoala @Emersonmorocho @CanelaRadioEc",FALSE,0,NA,"06/07/2017 16:07",FALSE,NA,"8,82994E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","Daniel0082",0,FALSE,FALSE,NA,NA,"Abrirte esa concha a punta de lengua Pepetoala Emersonmorocho CanelaRadioEc","AbrirteesaconchaapuntadelenguaPepetoalaEmersonmorochoCanelaRadioEc",187,16,5,77,"Ecuador",0.207792207792208,"ECUADOR",25,0
".@labrujaecuador: @_CarlosRivera es artista de @labrujaecuador https://t.co/8mmlHJrYoC",FALSE,0,NA,"29/06/2017 20:57",FALSE,NA,"8,80531E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","_NatalyAlarcon",0,FALSE,FALSE,NA,NA,"abrujaecuadorarlosRivera es artista de labrujaecuador","abrujaecuadorarlosRiveraesartistadelabrujaecuador",3807,183,1221,162,"Neuqu<e9>n, Argentina",1.12962962962963,"NEUQU<c9>N, ARGENTINA",25,0
".@labrujaecuador: @_CarlosRivera y @MaykelOficial son artistas de La Bruja https://t.co/8X7B0EQ8Fe",FALSE,1,NA,"29/06/2017 2:12",FALSE,NA,"8,80248E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","_NatalyAlarcon",1,FALSE,FALSE,NA,NA,"abrujaecuadorarlosRivera y MaykelOficial son artistas de La Bruja","abrujaecuadorarlosRiverayMaykelOficialsonartistasdeLaBruja",3807,183,1221,162,"Neuqu<e9>n, Argentina",1.12962962962963,"NEUQU<c9>N, ARGENTINA",25,0
"AC/DC toca temas con Guns N<U+0092> Roses, Angus Young invit<f3> a Axl Rose al escenario de su concierto en Holanda",FALSE,3,NA,"15/07/2017 17:00",FALSE,NA,"8,86269E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\ rel=\nofollow\>TweetDeck</a>","labrujaecuador",0,FALSE,FALSE,NA,NA,"ACC toca temas con Guns N<U+0092> RosesAngus Young invit<f3> a Axl Rose al escenario de su concierto en Holanda","ACCtocatemasconGunsN<U+0092>RosesAngusYounginvit<f3>aAxlRosealescenariodesuconciertoenHolanda",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"RT @PetterBscManuel: @ginofreireb @elpadrino53 @henryflores1 @canelaradioec #AcetatoTiempo la musicas preferidas de #Barnie LOS SULTANES I<U+0085>",FALSE,0,NA,"14/07/2017 21:26",FALSE,NA,"8,85974E+17",NA,"<a href=\http://twitter.com\ rel=\nofollow\>Twitter Web Client</a>","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"AcetatoTiempo la musicas preferidas de Barnie LOS SULTANES I<U+0085>","AcetatoTiempolamusicaspreferidasdeBarnieLOSSULTANESI<U+0085>",39393,60934,2136,7,NA,8704.85714285714,NA,25,0
"#acetatotiempo que no escucho LA ARRECHERA de GRUPO SABOREO.. ESO ERA SABROSO JAJAJA @GinoFreireB @elpadrino53 @henryflores1 @CanelaRadioEc",FALSE,2,NA,"14/07/2017 21:30",FALSE,NA,"8,85975E+17",NA,"<a href=\http://twitter.com/download/android\ rel=\nofollow\>Twitter for Android</a>","Srta_Intuicion",0,FALSE,FALSE,NA,NA,"acetatotiempo que no escucho LA ARRECHERA de GRUPO SABOREO ESO ERA SABROSO JAJAJA GinoFreireB elpadrino henryflores CanelaRadioEc","acetatotiempoquenoescuchoLAARRECHERAdeGRUPOSABOREOESOERASABROSOJAJAJAGinoFreireBelpadrinohenryfloresCanelaRadioEc",12259,751,1275,1198,"Estoy en t<fc> mente, lo s<e9>.",0.626878130217028,"ESTOY EN T<dc> MENTE, LO S<c9>.",25,0
"RT @nacionalcr7: @CanelaRadioEc @AlejaDuqueR @LoroHomero @PATODIAZGUEVARA @Angelicamillans 
Acoliten difundiendo xfavor gracias BendicioneS<U+0085>",FALSE,0,NA,"19/07/2017 5:38",FALSE,NA,"8,87547E+17",NA,"<a href=\http://twitter.com/download/android\ rel=\nofollow\>Twitter for Android</a>","AlejaDuqueR",1,TRUE,FALSE,NA,NA,"
Acoliten difundiendo xfavor gracias BendicioneS<U+0085>","AcolitendifundiendoxfavorgraciasBendicioneS<U+0085>",16684,14997,422,158,"Quito, Ecuador",94.9177215189873,"QUITO, ECUADOR",17,0
"Actor de la serie \The Big Bang Theory\"" pierde su casa en incendio forestal https://t.co/5ZRKY75En8""",FALSE,2,NA,"28/06/2017 21:30",FALSE,NA,"8,80176E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""","labrujaecuador",0,FALSE,FALSE,NA,NA,"Actor de la serie he Big Bang Theory pierde su casa en incendio forestal ""","ActordelaserieheBigBangTheorypierdesucasaenincendioforestal""",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"Actor de \Los Vengadores\ no graba pel<ed>culas en el extranjero para cumplir su rol de padre https://t.co/RyyOG2PF7Z",FALSE,5,NA,"10/07/2017 23:30",FALSE,NA,"8,84555E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\ rel=\nofollow\>TweetDeck</a>","labrujaecuador",0,FALSE,FALSE,NA,NA,"Actor de os Vengadoresno graba pel<ed>culas en el extranjero para cumplir su rol de padre","ActordeosVengadoresnograbapel<ed>culasenelextranjeroparacumplirsuroldepadre",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"Actor de \Los Vengadores\"" no graba pel<ed>culas en el extranjero para cumplir su rol de padre https://t.co/RyyOG2PF7Z""",FALSE,5,NA,"10/07/2017 23:30",FALSE,NA,"8,84555E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""","labrujaecuador",0,FALSE,FALSE,NA,NA,"Actor de os Vengadores no graba pel<ed>culas en el extranjero para cumplir su rol de padre ""","ActordeosVengadoresnograbapel<ed>culasenelextranjeroparacumplirsuroldepadre""",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"Actores coreanos abandonan serie Hawaii Five-0<U+0092> por desigualdad salarial",FALSE,3,NA,"07/07/2017 13:00",FALSE,NA,"8,8331E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""","labrujaecuador",1,FALSE,FALSE,NA,NA,"Actores coreanos abandonan serie Hawaii Five<U+0092> por desigualdad salarial","ActorescoreanosabandonanserieHawaiiFive<U+0092>pordesigualdadsalarial",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"Actor Martin Landau muere a los 89 a<f1>os",FALSE,0,NA,"17/07/2017 15:00",FALSE,NA,"8,86964E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\ rel=\nofollow\>TweetDeck</a>","labrujaecuador",0,FALSE,FALSE,NA,NA,"Actor Martin Landau muere a los  a<f1>os","ActorMartinLandaumuerealosa<f1>os",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"RT @labrujaecuador: Actor que dej<f3> \The Walking Dead\"" cree que los escritores no sab<ed>an qu<e9> hacer con su personaje https://t.co/CezPsxMUlf""",FALSE,0,NA,"08/07/2017 2:40",FALSE,NA,"8,83516E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","danymen73",1,TRUE,FALSE,NA,NA,"Actor que dej<f3> he Walking Dead cree que los escritores no sab<ed>an qu<e9> hacer con su personaje ""","Actorquedej<f3>heWalkingDeadcreequelosescritoresnosab<ed>anqu<e9>hacerconsupersonaje""",5980,67,307,26,"esmeraldas ecuador",2.57692307692308,"ESMERALDAS ECUADOR",8,0
"Actor que dej<f3> \The Walking Dead\"" cree que los escritores no sab<ed>an qu<e9> hacer con su personaje <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1> #EnLaWeb https://t.co/Y2Y6DbJlxo""",FALSE,0,NA,"07/07/2017 19:39",FALSE,NA,"8,8341E+17",NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""","EduardCelebre",0,FALSE,FALSE,NA,NA,"Actor que dej<f3> he Walking Dead cree que los escritores no sab<ed>an qu<e9> hacer con su personaje dUAUBDedUBUBEnLaWeb ""","Actorquedej<f3>heWalkingDeadcreequelosescritoresnosab<ed>anqu<e9>hacerconsupersonajedUAUBDedUBUBEnLaWeb""",16526,9462,1323,517,"Guayaquil, Ecuador",18.3017408123791,"GUAYAQUIL, ECUADOR",9,0
"RT @labrujaecuador: Actriz de Harry Potter visita M<e9>xico https://t.co/woJbXVUQeI",FALSE,0,NA,"04/07/2017 13:22",FALSE,NA,"8,82228E+17",NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""","paulydiazec",1,TRUE,FALSE,NA,NA,"Actriz de Harry Potter visita M<e9>xico","ActrizdeHarryPottervisitaM<e9>xico",24,5,1,48,"Riobamba, Ecuador",0.104166666666667,"RIOBAMBA, ECUADOR",6,0
"RT @labrujaecuador: Actriz de \Ciudad de Dios\"" se une a nueva pel<ed>cula de los \""X-Men\"" tras salida de Rosario Dawson del proyecto https://t.<U+0085>""",FALSE,0,NA,"30/06/2017 23:01",FALSE,NA,"8,80924E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","SF1203",2,TRUE,FALSE,NA,NA,"Actriz de iudad de Dios se une a nueva pel<ed>cula de los Xen tras salida de Rosario Dawson del proyecto ""","ActrizdeiudaddeDiosseuneanuevapel<ed>culadelosXentrassalidadeRosarioDawsondelproyecto""",15834,294,1290,1200,"Riobamba - Ecuador",0.245,"RIOBAMBA - ECUADOR",6,0
"Actriz Michelle Rodriguez analiza dejar saga \R<e1>pido y Furioso\"" sino se le da m<e1>s protagonismo a las mujeres""",FALSE,0,NA,"30/06/2017 20:00",FALSE,NA,"8,80879E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""","labrujaecuador",0,FALSE,FALSE,NA,NA,"Actriz Michelle Rodriguez analiza dejar saga <e1>pido y Furioso sino se le da m<e1>s protagonismo a las mujeres""","ActrizMichelleRodriguezanalizadejarsaga<e1>pidoyFuriososinoseledam<e1>sprotagonismoalasmujeres""",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"Adam Lambert estren<f3> su sencillo \Two Fux\"", que en su momento dedic<f3> a Freddie Mercury""",FALSE,4,NA,"05/07/2017 9:00",FALSE,NA,"8,82524E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""","labrujaecuador",4,FALSE,FALSE,NA,NA,"Adam Lambert estren<f3> su sencillo wo Fuxque en su momento dedic<f3> a Freddie Mercury""","AdamLambertestren<f3>susencillowoFuxqueensumomentodedic<f3>aFreddieMercury""",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"RT @stefamatyualex: <U+2764> <U+2764> <U+2764> <U+2764> <U+2764> 
<U+2764>#DaddyEnQuito <U+2764>
<U+2764>  #DaddyEnQuito <U+2764>
     <U+2764> #DaddyEnQuito <U+2764>
    @CanelaRadioEc  <U+2764>
<U+2764> <U+2764> <U+2764> <U+2764> <U+2764>",FALSE,0,NA,"30/06/2017 14:26",FALSE,NA,"8,80795E+17",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Lite</a>""","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"
addyEnQuito  DaddyEnQuito      DaddyEnQuito     CanelaRadioEc  >","addyEnQuitoDaddyEnQuitoDaddyEnQuitoCanelaRadioEc>",39393,60934,2136,7,NA,8704.85714285714,NA,25,0
"Adele cancela shows en Londres por cuestiones de salud",FALSE,0,NA,"02/07/2017 20:03",FALSE,NA,"8,81604E+17",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""","labrujaecuador",0,FALSE,FALSE,NA,NA,"Adele cancela shows en Londres por cuestiones de salud","AdelecancelashowsenLondresporcuestionesdesalud",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"Adele insin<fa>a que la gira de <U+0091>25<U+0092> podr<ed>a ser su <fa>ltima",FALSE,1,NA,"30/06/2017 18:00",FALSE,NA,"8,80848E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""","labrujaecuador",0,FALSE,FALSE,NA,NA,"Adele insin<fa>a que la gira de <U+0091><U+0092> podr<ed>a ser su <fa>ltima","Adeleinsin<fa>aquelagirade<U+0091><U+0092>podr<ed>asersu<fa>ltima",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"@Adele tuvo que cancelar los <fa>ltimos conciertos de su gira mundial por afectaciones en sus cuerdas vocales",FALSE,1,"Adele","02/07/2017 13:54",FALSE,NA,"8,81511E+17","184910040","<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""","labrujaecuador",0,FALSE,FALSE,NA,NA,"Adele tuvo que cancelar los <fa>ltimos conciertos de su gira mundial por afectaciones en sus cuerdas vocales","Adeletuvoquecancelarlos<fa>ltimosconciertosdesugiramundialporafectacionesensuscuerdasvocales",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"RT @Radiaciont: Adquiera hoy mismo sus entradas
#salsaviva 
@CanelaRadioEc https://t.co/JPztHdncY1",FALSE,0,NA,"18/07/2017 3:42",FALSE,NA,"8,87156E+17",NA,"<a href=\http://twitter.com/download/android\ rel=\nofollow\>Twitter for Android</a>","jessica38263372",6,TRUE,FALSE,NA,NA,"Adquiera hoy mismo sus entradas
salsaviva 
CanelaRadioEc","AdquierahoymismosusentradassalsavivaCanelaRadioEc",11,4,7,72,"Pichincha, Ecuador",0.0555555555555556,"PICHINCHA, ECUADOR",17,0
"Adriana Paz contar<e1> la historia de un robo en la cinta \Casi una gran estafa\""""",FALSE,0,NA,"02/07/2017 17:05",FALSE,NA,"8,81559E+17",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""","labrujaecuador",0,FALSE,FALSE,NA,NA,"Adriana Paz contar<e1> la historia de un robo en la cinta asi una gran estafa""","AdrianaPazcontar<e1>lahistoriadeunroboenlacintaasiunagranestafa""",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
".@LadyGaga regresa al sal<f3>n de clases como maestra para su nuevo video",FALSE,0,NA,"01/07/2017 20:05",FALSE,NA,"8,81242E+17",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""","labrujaecuador",0,FALSE,FALSE,NA,NA,"adyGaga regresa al sal<f3>n de clases como maestra para su nuevo video","adyGagaregresaalsal<f3>ndeclasescomomaestraparasunuevovideo",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"Afinando la estrategia digital de @canelaradioec con los Comunity Manager de corporaci<f3>n Canela #socialmedia https://t.co/cHfkEKfLF8",FALSE,3,NA,"06/07/2017 5:21",FALSE,NA,"8,82832E+17",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""","tikinauta",1,FALSE,FALSE,NA,NA,"Afinando la estrategia digital de canelaradioec con los Comunity Manager de corporaci<f3>n Canela socialmedia","AfinandolaestrategiadigitaldecanelaradioecconlosComunityManagerdecorporaci<f3>nCanelasocialmedia",12030,2721,815,1342,"Ecuador",2.02757078986587,"ECUADOR",25,0
"RT @tikinauta: Afinando la estrategia digital de @canelaradioec con los Comunity Manager de corporaci<f3>n Canela #socialmedia https://t.co/cH<U+0085>",FALSE,0,NA,"06/07/2017 13:26",FALSE,NA,"8,82954E+17",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""","GETperiodista",1,TRUE,FALSE,NA,NA,"Afinando la estrategia digital de canelaradioec con los Comunity Manager de corporaci<f3>n Canela socialmedia <U+0085>","AfinandolaestrategiadigitaldecanelaradioecconlosComunityManagerdecorporaci<f3>nCanelasocialmedia<U+0085>",1011,465,1638,565,"Quito - Ecuador",0.823008849557522,"QUITO - ECUADOR",17,0
"Ahora en lugar de @CanelaRadioEc es #RadioPublica?? Que le homenajeen tanto al ex presidente por favor que siga la programaci<f3>n normal!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",FALSE,0,NA,"10/07/2017 19:34",FALSE,NA,"8,84496E+17",NA,"<a href=\http://twitter.com/download/iphone\ rel=\nofollow\>Twitter for iPhone</a>","Marcecomlisto",0,FALSE,FALSE,NA,NA,"Ahora en lugar de CanelaRadioEc es RadioPublica Que le homenajeen tanto al ex presidente por favor que siga la programaci<f3>n normaldUAUBDedUBUAedUAUBDedUBUA>","AhoraenlugardeCanelaRadioEcesRadioPublicaQuelehomenajeentantoalexpresidenteporfavorquesigalaprogramaci<f3>nnormaldUAUBDedUBUAedUAUBDedUBUA>",3140,129,576,333,"Quito - Ecuador",0.387387387387387,"QUITO - ECUADOR",17,0
"RT @andre_pazmino: Ahora sonando \maybe\"" @labrujaecuador  @AnimaInside <ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BC><ed><U+00BE><U+00B8>""",FALSE,0,NA,"29/06/2017 20:15",FALSE,NA,"8,8052E+17",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""","AndreaJcello",7,TRUE,FALSE,NA,NA,"Ahora sonando aybe labrujaecuador  AnimaInside dUAUBEedUBUedUAUBEedUBUedUAUBCedUBEUB","AhorasonandoaybelabrujaecuadorAnimaInsidedUAUBEedUBUedUAUBEedUBUedUAUBCedUBEUB",13407,432,502,713,"Guayaquil - Ecuador",0.605890603085554,"GUAYAQUIL - ECUADOR",9,0
"A John Mayer ya se le est<e1> olvidando su romance con Katy Perry",FALSE,0,NA,"02/07/2017 20:54",FALSE,NA,"8,81617E+17",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""","labrujaecuador",0,FALSE,FALSE,NA,NA,"A John Mayer ya se le est<e1> olvidando su romance con Katy Perry","AJohnMayeryaseleest<e1>olvidandosuromanceconKatyPerry",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"RT @cisarivera: #AkiCasual @Emersonmorocho @srtalauraec @Pepetoala @CanelaRadioEc esperando con ansias y en familia este #TalkShow https://<U+0085>",FALSE,0,NA,"16/07/2017 2:52",FALSE,NA,"8,86418E+17",NA,"<a href=\https://mobile.twitter.com\ rel=\nofollow\>Twitter Lite</a>","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"AkiCasual Emersonmorocho srtalauraec Pepetoala CanelaRadioEc esperando con ansias y en familia este TalkShow","AkiCasualEmersonmorochosrtalauraecPepetoalaCanelaRadioEcesperandoconansiasyenfamiliaesteTalkShow",39393,60934,2136,7,NA,8704.85714285714,NA,25,0
"RT @AilynRaffo: Aki casual queriendo ganar la entrada...  @CanelaRadioEc @Pepetoala https://t.co/ma2fE0NgFo",FALSE,0,NA,"06/07/2017 17:06",FALSE,NA,"8,83009E+17",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Lite</a>""","CanelaRadioEc",1,TRUE,FALSE,NA,NA,"Aki casual queriendo ganar la entrada CanelaRadioEc Pepetoala","AkicasualqueriendoganarlaentradaCanelaRadioEcPepetoala",39393,60934,2136,7,NA,8704.85714285714,NA,25,0
"<c1>lbum con canciones in<e9>ditas de Michael Jackson ser<e1> subastado",FALSE,1,NA,"13/07/2017 4:00",FALSE,NA,"8,85348E+17",NA,"<a href=\https://about.twitter.com/products/tweetdeck\ rel=\nofollow\>TweetDeck</a>","labrujaecuador",1,FALSE,FALSE,NA,NA,"<c1>lbum con canciones in<e9>ditas de Michael Jackson ser<e1> subastado","<c1>lbumconcancionesin<e9>ditasdeMichaelJacksonser<e1>subastado",99302,87043,937,1788,"Ecuador",48.6817673378076,"ECUADOR",25,0
"@AlejaDuqueR @LoroHomero @CanelaRadioEc Divina la estrategia de marketing! Intimidemos al usuario poniendo los puntos sobre las <ed>es! <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>",FALSE,1,"AlejaDuqueR","11/07/2017 16:50",FALSE,"8,84798E+17","8,84817E+17","91361382","<a href=\http://twitter.com/download/iphone\ rel=\nofollow\>Twitter for iPhone</a>","AnapaoAna",0,FALSE,FALSE,NA,NA,"AlejaDuqueR LoroHomero CanelaRadioEc Divina la estrategia de marketingIntimidemos al usuario poniendo los puntos sobre las <ed>esdUAUBEedUBU>","AlejaDuqueRLoroHomeroCanelaRadioEcDivinalaestrategiademarketingIntimidemosalusuarioponiendolospuntossobrelas<ed>esdUAUBEedUBU>",9,29,6,99,NA,0.292929292929293,NA,25,0
"@AlejaDuqueR @LoroHomero @CanelaRadioEc jaja.. que miedo!!",FALSE,0,"AlejaDuqueR","12/07/2017 3:03",FALSE,"8,84798E+17","8,84971E+17","91361382","<a href=\http://twitter.com/download/android\ rel=\nofollow\>Twitter for Android</a>","Edgar13H",0,FALSE,FALSE,NA,NA,"AlejaDuqueR LoroHomero CanelaRadioEc jaja que miedo","AlejaDuqueRLoroHomeroCanelaRadioEcjajaquemiedo",251,14,123,84,NA,0.166666666666667,NA,25,0
"@AlejaDuqueR @LoroHomero @CanelaRadioEc @JhosethJoao as<ed> mismo deber<ed>an ir cuando causan accidentes yhuyen, danmal<U+0085> https://t.co/CfiQhkD4hV",FALSE,0,"AlejaDuqueR","11/07/2017 15:40",TRUE,"8,84798E+17","8,848E+17","91361382","<a href=\http://twitter.com/download/android\ rel=\nofollow\>Twitter for Android</a>","daverodriguez2",0,FALSE,FALSE,NA,NA,"AlejaDuqueR LoroHomero CanelaRadioEc JhosethJoao as<ed> mismo deber<ed>an ir cuando causan accidentes yhuyendanmal<U+0085>","AlejaDuqueRLoroHomeroCanelaRadioEcJhosethJoaoas<ed>mismodeber<ed>anircuandocausanaccidentesyhuyendanmal<U+0085>",361,157,1046,649,"riobamba",0.24191063174114,"RIOBAMBA",6,0
