"text","polaridadSVM"
"Hola amigos @WQRadio_EC me gustar<ed>a escuchar #SoyValiente de @faustominoz #Miercoles gracias",1
"Hola @angelochoar en @WQRadio_EC que magn<ed>fica noche escuchandote desde quito  saludos a la #promoEcuadorJyB una canci<f3>n de #sinbandera",1
"Hola! @Anibal24Smith q tengas un lindo d<ed>a, desde Costa Rica en  sinton<ed>a de @WQRadio_EC #Oxigeno 
#PromoEcuadorJyB abrazo <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>",1
"Hola @Anibal24Smith querido que usted tengas un excelente dia en @WQRadio_EC #Oxigeno
#PromoEcuadorJyB",1
"hola @Anibal24Smith que tengas un dia lleno de buena vibra,  ya en sintonia de #OxigenoWQ a disfrutarlo en @WQRadio_EC #PromoEcuadorJyB",1
"Hola @Anibal24Smith un saludo desde M<e9>xico y ya en sinton<ed>a de @WQRadio_EC #oxigeno iniciando el d<ed>a con buena musica! #PromoEcuadorJyB",1
"Hola @Anibal24Smith ya en sinton<ed>a de #Oxigeno desde Argentina <ed><U+00A0><U+00BC><ed><U+00BE><U+00A7> hermosaa ma<f1>ana! Saludos <ed><U+00A0><U+00BE><ed><U+00B4><U+0097><ed><U+00A0><U+00BD><ed><U+00B1><U+008B> @WQRadio_EC #PromoEcuadorJyB <ed><U+00A0><U+00BD><ed><U+00B2><U+0098>",1
"Holaa @RamiroFeliz feliz tarde para escuchar #tardesderomance @WQRadio_EC saludoos aca desde M<e9>xico #PromoEcuadorJyB",1
"Holaa @SoyFherWQradio <ed><U+00A0><U+00BD><ed><U+00B1><U+008B>hermosa tardee en sinton<ed>a de #CalentamientoRadial desde Argentina <ed><U+00A0><U+00BC><ed><U+00BE><U+00A7> @WQRadio_EC saludos! #PromoEcuadorJyB <ed><U+00A0><U+00BE><ed><U+00B4><U+0097><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",1
"RT @melybarzo: Holaa @WQRadio_EC quisiera escuchar #VueloAPar<ed>s de @JohannVera1",1
"Hola!! Bonita noche @angelochoar ya estoy en sinton<ed>a de #LaNocheEnWQ @WQRadio_EC acompa<f1><e1>ndolo desde M<e9>xico, saludos! #PromoEcuadorJyB",1
"Hola buenas noches @angelochoar #Madelayne ya estoy aqu<ed> en sinton<ed>a de @WQRadio_EC #LaNocheEnWQ desde M<e9>xico, saluditos! #PromoEcuadorJyB",1
"RT @CinthiaE94: Hola buenas noches @angelochoar ya estoy en sinton<ed>a de #LaNocheEnWQ @WQRadio_EC saludos con much<ed>simo cari<f1>o desde M<e9>xico!<U+0085>",1
"Hola buenas noches @angelochoar ya estoy en sinton<ed>a de #LaNocheEnWQ @WQRadio_EC saludos con much<ed>simo cari<f1>o desde M<e9>xico! #PromoEcuadorJyB",1
"Hola buenas noches @angelochoar ya estoy en sinton<ed>a de #LaNocheEnWQ @WQRadio_EC saludos con mucho cari<f1>o desde M<e9>xico! #PromoEcuadorJyB",1
"Hola buenas tardes @SoyFherWQradio qe tengas un lindo lunes!! Saluds desde #chile @WQRadio_EC #promoecuadorjyb",1
"RT @majotheprinces: Hola buenas tardes @WQRadio_EC podrian complacerme con el tema #MeQuedoContigo de @DANIELPAEZMusic gracias :) #Calentam<U+0085>",1
"Hola buenas tardes @WQRadio_EC podrian complacerme con el tema #MeQuedoContigo de @DANIELPAEZMusic gracias :) #CalentamientoRadialWQ",1
"RT @marciaboltas: Hola buen dia @Anibal24Smith qe tengas un bendecido martes!! Saluds desde #chile @WQRadio_EC #oxigeno #promoecuadorjyb",1
"Hola buen dia @Anibal24Smith qe tengas un lindo jueves!! Un abrazo desde #chile #oxigeno @WQRadio_EC #promoecuadorjyb",1
"Hola buen d<ed>a @marcoscumba ya estoy en sinton<ed>a de #OxigenoWQ @WQRadio_EC desde M<e9>xico, saludos con cari<f1>o! Lindo mi<e9>rcoles #PromoEcuadorJyB",1
"Hola buen d<ed>a @marcoscumba ya estoy sintonizando #OxigenoWQ @WQRadio_EC desde M<e9>xico, saludos con cari<f1>o! Lindo Jueves #PromoEcuadorJyB",1
"Hola buenos dias nos podrian complacer con #AmorSecreto de @jairisrael_ec gracias @WQRadio_EC",1
"Hola!!! Como van?? Les compartimos un fragmento de algo que ensayamos anoche #feliceslos4 #Maluma @RADIORIOFM957<U+0085> https://t.co/89H66svvCS",1
"Hola <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> @WQRadio_EC me ayuda con #QuedateConmigo de @jesusmiranda <ed><U+00A0><U+00BD><ed><U+00B2><U+0083>gracias  y Buenas noches <U+270C> 
@chynomiranda_ec @ArtistGrup @pvillalobosm",1
"Hola <ed><U+00A0><U+00BD><ed><U+00B8><U+0084> @WQRadio_EC   me pueden complacer con #Ven de @PabloJaraEc gracias!<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",1
"Hola <ed><U+00A0><U+00BD><ed><U+00B8><U+0084> @WQRadio_EC   me pueden complacer con #Ven de @PabloJaraEc gracias!<ed><U+00A0><U+00BE><ed><U+00B4><U+0097> @TeamPabloJaraG",1
"Hola en sinton<ed>a con ustedes la mejor <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> quisiera escuchar en estos momentos #FelicesLos4 de @maluma gracias @WQRadio_EC",1
"Hola Feliz noche @angelochoar y #Madelayne ya estoy en sinton<ed>a de @WQRadio_EC #LaNocheEnWQ desde MX, saludos con cari<f1>o #PromoEcuadorJyB",1
"Hola Feliz noche mi querido @angelochoar ya estoy sintonizando @WQRadio_EC #LaNocheEnWQ desde Mx, saludos con mucho cari<f1>o! #PromoEcuadorJyB",1
"Hola! Feliz tarde mi querido @SoyFherWQradio ya estoy en sinton<ed>a de #CalentamientoRadialWQ @WQRadio_EC desde Mx, saludos! #PromoEcuadorJyB",1
"Hola! Feliz tarde @SoyFherWQradio ya estoy escuchando #CalentamientoRadialWQ @WQRadio_EC saludos con mucho cari<f1>o desde MX #PromoEcuadorJyB",1
"Hola, hola!! Muy buenas noches mi estimado @angelochoar ya estoy desde MX escuchando #LaNocheEnWQ @WQRadio_EC saluditos!! #PromoEcuadorJyB",1
"Hola hola @SoyFherWQradio ya en super sintonia desde Guatemala  escuchando @WQRadio_EC en una tarde super calurosa saludos
#PromoEcuadorJyB",1
"Hola. Hola. @WQRadio_EC me podr<ed>an complacer con #Ven de @PabloJaraEc se los agradecer<ed>a much<ed>simo. @TeamPabloJaraG",1
"RT @PabloAndresC3: @WQRadio_EC Hola. Me ayuda por favor con #QuedateConmigo de @jesusmiranda Chyno Miranda ...
@chynomiranda_ec @ArtistGrup<U+0085>",1
"Hola me gustar<ed>a escuchar #LlegasTu de @davidcanizares por favor <ed><U+00A0><U+00BD><ed><U+00B9><U+008A> lindo martes @WQRadio_EC",1
"Hola muy buenas noches @angelochoar y #Madelayne ya estoy escuchando @WQRadio_EC #LaNocheEnWQ desde M<e9>xico, saludos #PromoEcuadorJyB",1
"Hola muy buenas noches @angelochoar y #madeleyne un abrazo desde #chile<ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00B1> #lanochewq @WQRadio_EC #promoecuadorjyb",1
"Hola porfaa aqu<ed> en sinton<ed>a con ustedes la mejor <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> quisiera escuchar en estos momentos #FelicesLos4 de @maluma gracias @WQRadio_EC",1
"* Hola porfaa aqu<ed> en sinton<ed>a con ustedes la mejor <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> quisiera escuchar en estos momentos #FelicesLos4 de @maluma gracias @WQRadio_EC <U+270C><U+FE0F>",1
"* Hola porfaa aqu<ed> en sinton<ed>a con ustedes la mejor <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> quisiera escuchar en estos momentos #FelicesLos4 de @maluma gracias @WQRadio_EC<ed><U+00A0><U+00BD><ed><U+00B8><U+0081>",1
"* Hola porfaa aqu<ed> en sinton<ed>a con ustedes la mejor <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> quisiera escuchar en estos momentos #FelicesLos4 de @maluma gracias @WQRadio_EC <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",1
"* Hola porfaa aqu<ed> en sinton<ed>a con ustedes la mejor <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> quisiera escuchar en estos momentos #FelicesLos4 de @maluma gracias @WQRadio_EC <ed><U+00A0><U+00BD><ed><U+00B1><U+008B>",1
"Hola porfaa aqu<ed> en sinton<ed>a con ustedes la mejor <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> quisiera escuchar en estos momentos #FelicesLos4 de @maluma gracias @WQRadio_EC <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",1
"* Hola porfaa aqu<ed> en sinton<ed>a con ustedes la mejor <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> quisiera escuchar en estos momentos #FelicesLos4 de @maluma gracias @WQRadio_EC<ed><U+00A0><U+00BD><ed><U+00B1><U+008F>",1
"* Hola porfaa aqu<ed> en sinton<ed>a con ustedes la mejor <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> quisiera escuchar en estos momentos #FelicesLos4 de @maluma gracias @WQRadio_EC <ed><U+00A0><U+00BE><ed><U+00B4><U+0093>",1
"RT @Guiisseliitx: @WQRadio_EC Hola porfa me pueden complacer con la canci<f3>n #MiBendicion de @jluna_oficial cc @JLuna_FansClub @MusicBusines<U+0085>",1
"RT @ArMai28: @TeamTamayoECU hola porfa que suene #Mielconlimon de @AurelioTamayo y @cvallarinomusic en @WQRadio_EC",1
"RT @danieltauroo542: @WQRadio_EC @PerikoJessiLeon hola pueden programar la cancion #LoQueTenemos de Helian_Evans  gracias #CalentamientoRad<U+0085>",1
"Hola Querido @Anibal24Smith  que tengas un lindo d<ed>a en @WQRadio_EC saludos Asta #Brasil
#Oxigenio
#PromoEcuadorJyB",1
"Hola qu<e9> tal @WQRadio_EC quisiera escuchar #Ven de @PabloJaraEc <ed><U+00A0><U+00BD><ed><U+00B1><U+008F> muchas gracias #Sue<f1>aCantaAma @TeamPabloJaraG",1
"Hola quisiera escuchar en estos momentos #FelicesLos4 de @maluma gracias @WQRadio_EC",1
"RT @aagftpuente: @WQRadio_EC @DONOMAR Hola quisiera escuchar #VolverteAver de #LeslieShaw ft #Legarda <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00B4><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> 

 https://t.co/zOI5nqpHTa",1
"RT @aagftpuente: @WQRadio_EC  Hola quisiera escuchar #VolverteAVer de #LeslieShaw &amp, #Legarda <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00B4><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> https://t.co/dbQ5PKm9YL",1
"RT @s19reyes: Hola @radioalfaec <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> pueden programar #VolverteAVer de #LeslieShaw &amp, #Legarda <ed><U+00A0><U+00BC><ed><U+00BE><U+00B5> 
https://t.co/KKZWayIBTt",1
"Hola @radioalfaec <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> pueden programar #VolverteAVer de #LeslieShaw &amp, #Legarda <ed><U+00A0><U+00BC><ed><U+00BE><U+00B5>",1
"RT @ChartsMaiteP: Hola @radioalfaec, podr<ed>a sonar 'Loca' de Maite Perroni y Cali &amp, El Dande en tu programac<ed>on? Gracias!",1
"Hola @radioalfaec porfavor <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F> pueden complacerme con la canci<f3>n de @Legarda #NecesitoTuAmor <U+2764> Gracias saludos!!! @LegardaEcuador",1
"RT @HStylesCrewEC: Hola, @radioalfaec por favor me complacen con 'Sign of the Times' de Harry Styles? Gracias<ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC> https://t.co/yljT7Rnpxh",1
"Hola, @radioalfaec por favor me complacen con 'Sign of the Times' de Harry Styles? Muchas gracias. #AlfaTop20 https://t.co/W5rYg0ChnX",1
"Hola, @radioalfaec por favor me complacen con 'Sign of the Times' de Harry Styles? <U+00A1>Gracias! #AlfaTop20 https://t.co/Pozt3e1AIS",1
"RT @HStylesCrewEC: Hola, @radioalfaec por favor me complacen con 'Sign of the Times' de Harry Styles? <U+00A1>Gracias!<ed><U+00A0><U+00BC><ed><U+00BC><U+00BC> https://t.co/4dil6RBNfN",1
"RT @andycarol_music: Hola @radioalfaec porfis me pueden poner el remix #MeQuedoContigo de @DANIELPAEZMusic <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>gracias!!",1
"Hola @radioalfaec    puede poner #Devu<e9>lvemeElCoraz<f3>n d @SebastianYatra porfavor @SebastianYatraE @GomiTwiin @andradedirak @UniversalMusicE",1
"Hola saludos desde quito @WQRadio_EC me pueden ayudar con la cancion de @MarquesMusica #unbrindisporti",1
"RT @CLUBDEFANSVC: @SoyFherWQradio  hola saludos queremos escuchar @jmisamusic #LaLunaLlena @WQRadio_EC <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> https://t.co/wNaxuD4b4G",1
"Hola @SoyFherWQradio <ed><U+00A0><U+00BD><ed><U+00B1><U+008B><U+263A>  que bueno que est<e1> #CalentamientoRadialWQ <ed><U+00A0><U+00BC><ed><U+00BE><U+00A7><ed><U+00A0><U+00BD><ed><U+00B3><U+00BB><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> Prendidisima a @WQRadio_EC desde la App<ed><U+00A0><U+00BD><ed><U+00B3><U+00B2><U+2764> Cari<f1>os viajeros desde #Arg",1
"Hola @SoyFherWQradio saludos desde colombia escuchando @WQRadio_EC #PromoEcuadorJyB",1
"Hola @SoyFherWQradio te escucho desde #M<e9>xico un saludo @WQRadio_EC #CalentamientoRadial #PromoEcuadorJyB",1
"Hola @WQRadio_EC  como.me gusta ponga la m<fa>sica pensando en ti mujer de @JostinRamirezp",1
"Hola @WQRadio_EC #ComoMeGusta en sinton<ed>a #DondeSea me puede complacer con #Ven de @TeamPabloJaraG <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> gracias",1
"RT @Tatiana23421678: Hola @WQRadio_EC  complazcanme con el tema toda la noche de @JostinRamirezp  @soywilsonfranco  @Melibeamusica",1
"RT @s19reyes: Hola @WQRadio_EC <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> pueden programar #VolverteAVer de #LeslieShaw &amp, #Legarda <ed><U+00A0><U+00BC><ed><U+00BE><U+00B5> 

Saludos  <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",1
"Hola  @WQRadio_EC <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> quisiera que me complazcan con #Ven de @PabloJaraEc <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>gracias<ed><U+00A0><U+00BD><ed><U+00B8><U+008D> @TeamPabloJaraG #Sue<f1>aCantaAma",1
"Hola @WQRadio_EC <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> quisiera que me complazcan con #Ven de @PabloJaraEc <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>gracias @TeamPabloJaraG  <ed><U+00A0><U+00BD><ed><U+00B1><U+0089><U+263A><U+263A><U+263A><U+263A>",1
"Hola @WQRadio_EC <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> quisiera que me complazcan con #Ven de @PabloJaraEc <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>gracias @TeamPabloJaraG #Sue<f1>aCantaAma",1
"Hola @WQRadio_EC <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> quisiera que me complazcan con #Ven de @PabloJaraEc <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>gracias @TeamPabloJaraG #Sue<f1>aCantaAma<ed><U+00A0><U+00BE><ed><U+00B4><U+0097><ed><U+00A0><U+00BE><ed><U+00B4><U+0097>",1
"Hola @WQRadio_EC les invito a que vean y escuchen lo nuevo de @DANIELPAEZMusic #Cobarde 
https://t.co/N3IvRrU6iZ",1
"Hola @WQRadio_EC me complace con la m<fa>sica de @soywilsonfranco  # toda la noche <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",1
"Hola @WQRadio_EC me complace con las canciones de @soywilsonfranco #Toda la noche o #pensando en ti mujer gracias!!",1
"Hola @WQRadio_EC me complacen con el tema #HeyDJ de @CNCOmusic 
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089>#ReggaetonLento #HeyDJ #KCAMexico @CNCOmusic @CNCOEcuadorVIP <ed><U+00A0><U+00BD><ed><U+00B1><U+0088>",1
"Hola @WQRadio_EC me complacen con una canci<f3>n #CasiHumanos de @dvicioficial Gracias <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> @Dvicio_Ecuador",1
"Hola @WQRadio_EC me gustar<ed>a que me complazcan con #Ven de @PabloJaraEc <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> gracias <ed><U+00A0><U+00BE><ed><U+00B4><U+0097> #Sue<f1>aCantaAma @TeamPabloJaraG",1
"Hola @WQRadio_EC  me podr<ed>an complacer con la canci<f3>n #MiGente <ed><U+00A0><U+00BC><ed><U+00BC><U+008E>  @JBALVIN <U+26A1><U+FE0F><U+26A1><U+FE0F> @jbalvin_ecuador  Gracias !",1
"Hola @WQRadio_EC me podr<ed>an complacer con #Ven de @PabloJaraEc <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+009E><ed><U+00A0><U+00BE><ed><U+00B4><U+0097> gracias <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #Sue<f1>aCantaAma",1
"Hola @WQRadio_EC me podr<ed>an complacer con #Ven de @PabloJaraEc gracias #Sue<f1>aCantaAma",1
"Hola @WQRadio_EC   me pueden complacer con la canci<f2>n @DANIELPAEZMusic  #MeQuedoContigo <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> gracias",1
"Hola @WQRadio_EC   me pueden complacer con la canci<f2>n de @DANIELPAEZMusic  #Cobarde<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> gracias",1
"RT @KattyAndrade3: Hola @WQRadio_EC   me pueden complacer con la canci<f2>n de mi precioso @DANIELPAEZMusic  #Cobarde <ed><U+00A0><U+00BE><ed><U+00B4><U+0097><ed><U+00A0><U+00BE><ed><U+00B4><U+0097><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> gracias",1
"Hola @WQRadio_EC me pueden complacer con #Ven de @PabloJaraEc   <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> muchas gracias.. #Sue<f1>aCantaAma",1
"Hola @WQRadio_EC nos gustaria escuchar el nuevo exito #MeGustas de @KEVINROLDAN @KingRecords8  muchas gracias  Saludos @krfansecua <U+270C>",1
"Hola @WQRadio_EC Nos podr<ed>an complacer con la canci<f3>n de @JBALVIN #MiGente <U+26A1><U+FE0F><U+26A1><U+FE0F><U+26A1><U+FE0F> muchas gracias @jbalvin_ecuador",1
"RT @olgarebeca16: Hola @WQRadio_EC  podr<ed>an poner porfa #HeyDJ de @CNCOmusic graacias. Saludos a @CNCOEcuadorVIP <ed><U+00A0><U+00BD><ed><U+00B2><U+009B>",1
"RT @roxinvt: Hola @WQRadio_EC podr<ed>an por favor complacerme con #VueloAParis de @JohannVera1 muchas gracias ! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B4><U+009D>",1
"Hola @WQRadio_EC  ponga. El tema de @JostinRamirezp  pensando en ti mujer",1
"Hola @WQRadio_EC  pongan el tema toda la noche de @JostinRamirezp  @soywilsonfranco  @Melibeamusica",1
"Hola @WQRadio_EC  ponga pensando en ti mujer de @JostinRamirezp",1
"RT @Tatiana23421678: Hola @WQRadio_EC  ponga toda la noche de @JostinRamirezp  @soywilsonfranco  @Melibeamusica",1
"Hola @WQRadio_EC  porfa la canci<f3>n #MiGente de @jbalvin_ecuador #Jbalvin",1
"Hola @WQRadio_EC porfa me pueden ayudar con el tema #FelicesLos4 muchas gracias. Un lindo fin de semana",1
"Hola @WQRadio_EC por fa podr<ed>an sonar #HeyDj de @CNCOmusic . Gracias",1
"Hola @WQRadio_EC  porfa pongan la canci<f3>n #migente de #jbalvin @jbalvin_ecuador",1
"Hola @WQRadio_EC por favor me ayuda con #QuedateConmigo de @jesusmiranda <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> gracias @chynomiranda_ec @ArtistGrup @pvillalobosm @leonherrera",1
"Hola @WQRadio_EC por favor me complaces con la canci<f3>n #LocoEnamorado de @AbrahamMateo ft. Farruko #OxigenoWQ",1
"RT @vane_sampedro: Hola @WQRadio_Ec por favor nos complacen con #BumBum de @JeyceandRazz @fcjeyceandrazz",1
"RT @FcJeyceandRazz: Hola @WQRadio_EC por favor nos complacen con #BumBum de @JeyceandRazz (@angelochoar )<ed><U+00A0><U+00BD><ed><U+00B2><U+0098>",1
"RT @Tatiana23421678: Hola @WQRadio_EC  pueden complacerme con el tema toda la noche @JostinRamirezp  @soywilsonfranco  @Melibeamusica",1
"Hola @WQRadio_EC pueden poner #Devu<e9>lvemeElCoraz<f3>n de @SebastianYatra porfavor @SebastianYatraE @GomiTwiin @andradedirak @UniversalMusicE",1
"Hola @WQRadio_EC pueden poner #Devu<e9>lvemeElCoraz<f3>n de @SebastianYatra porfavor @YatraEc @GomiTwiin @andradedirak @UniversalMusicE",1
"Hola @WQRadio_EC  pueden poner ela tema pensando en ti mujer de @JostinRamirezp",1
"Hola @WQRadio_EC  pueden poner el tema de @JostinRamirezp  pensando en ti mujer",1
"Hola @WQRadio_EC  pueden poner el tema de @JostinRamirezp  pensando en ti mujeres",1
"RT @Tatiana23421678: Hola @WQRadio_EC  pueden poner el tema si te vas de @soywilsonfranco",1
"RT @Tatiana23421678: Hola @WQRadio_EC  pueden poner el tema toda la noche de @JostinRamirezp  @soywilsonfranco  @Melibeamusica",1
"Hola @WQRadio_EC puede poner #Devu<e9>lvemeElCoraz<f3>n d @SebastianYatra porfavor @SebastianYatraE @GomiTwiin @andradedirak @UniversalMusicE",1
"RT @CLUBDEFANSVC: Hola @WQRadio_EC queremos escuchar #LaLunaLlena de @jmisamusic saludos",1
"RT @KarenAguilarfa: hola @WQRadio_EC quiero escuchar la cancion de @JostinRamirezp #pensandoentimujer.. por favorr.. gracias son los mejore<U+0085>",1
"hola @WQRadio_EC quiero escuchar la cancion de @JostinRamirezp #pensandoentimujer.. por favorr.. gracias son los mejores..",1
"Hola @WQRadio_EC  quiero escuchar pensando en ti mujer de @JostinRamirezp",1
"Hola @WQRadio_EC  quieto escuchar toda la noche de @JostinRamirezp  @soywilsonfranco  @Melibeamusica  <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",1
"Hola @WQRadio_EC  quisiera el tema de @JostinRamirezp  pensando en ti mujer",1
"Hola @WQRadio_EC  quisiera el tema de @JostinRamirezp @soywilsonfranco  @Melibeamusica  toda la noxhe",1
"RT @Tatiana23421678: Hola @WQRadio_EC  quisiera el tema de toda la noche @JostinRamirezp  @soywilsonfranco  @Melibeamusica",1
"Hola @WQRadio_EC  quisiera el tema pensando en ti mujer de @JostinRamirezp",1
"RT @Tatiana23421678: Hola @WQRadio_EC  quisiera el tema toda la noche de @JostinRamirezp  @soywilsonfranco  @Melibeamusica",1
"Hola @WQradio_EC quisiera escuchar #MeGustas de @KEVINROLDAN  https://t.co/7TkqNIxxvd, que tengan un lindo d<ed>a <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",1
"Hola @WQRadio_EC  quisiera escuchar pensando en ti mujer de @JostinRamirezp",1
"Hola @WQRadio_EC  quisiera pensando en ti mujer de @JostinRamirezp",1
"Hola @WQRadio_EC quisiera que me complazcan con #Ven de @PabloJaraEc Gracias. @TeamPabloJaraG",1
"Hola @WQRadio_EC @SoyFherWQradio me podr<ed>an complacer con #Ven de @PabloJaraEc <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+009E><ed><U+00A0><U+00BE><ed><U+00B4><U+0097> gracias <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #Sue<f1>aCantaAma",1
"Hola @WQRadio_EC xfa la canci<f3>n #QuedateConmigo d @jesusmiranda 
@ArtistGrup
@UniversalMusicE
@pvillalobosm
@chynomiranda_ec gracias",1
"RT @Michuw1: Hola @WQRadio_EC  xfa me pueden complacer con #Ven de @PabloJaraEc   <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> muchas gracias.. #Sue<f1>aCantaAma <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",1
"RT @angeolinav: Hooola @radioalfaec  favor podr<ed>an complacerme con el tema #MiGente de #jbalvin @jbalvin_ecuador! <ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B5><U+00BA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B5><U+00BA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>",1
"<U+00A1>Ahora #Bailame de @nacholacriatura en #CalentamientoRadialWQ #ComoMeGusta <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BE><U+00B5><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+00B5><ed><U+00A0><U+00BC><ed><U+00BE><U+00B5><ed><U+00A0><U+00BD><ed><U+00B5><U+00BA>",0
